CourseID,CourseName,Credits,Department
C5003,عربي,3,كلية التربية
C5004,كتابة تقارير,3,كلية التربية
C5005,رياضة,4,كلية التربية
C5006,كيمياء,4,كلية الصيدلة
C5007,عربي,3,كلية التربية
C5008,عربي,3,كلية الصيدلة
C5009,انجليزي,3,كلية الزراعة
C5010,فيزياء,3,كلية الزراعة
C5011,عربي,4,كلية الزراعة
C5012,انجليزي,3,كلية الزراعة
C5013,عربي,3,كلية الزراعة
C5014,عربي,2,كلية الزراعة
C5015,رياضة,1,كلية الصيدلة
C5016,رياضة,3,كلية الصيدلة
C5017,عربي,4,كلية الزراعة
C5018,كيمياء,2,كلية التربية
C5019,رياضة,2,كلية الزراعة
C5020,مهارات تواصل,4,كلية الصيدلة
C5021,كيمياء,1,كلية الصيدلة
C5022,كيمياء,4,كلية الهندسة
C5023,كتابة تقارير,1,كلية الصيدلة
C5024,كتابة تقارير,3,كلية الزراعة
C5025,فيزياء,4,كلية التربية
C5026,كتابة تقارير,4,كلية الزراعة
C5027,مهارات تواصل,1,كلية الصيدلة
C5028,عربي,3,كلية الهندسة
C5029,كتابة تقارير,2,كلية الزراعة
C5030,انجليزي,2,كلية الزراعة
C5031,فيزياء,2,كلية التربية
C5032,عربي,1,كلية التربية
C5033,رياضة,3,كلية التربية
C5034,كيمياء,4,كلية التربية
C5035,كيمياء,3,كلية الهندسة
C5036,مهارات تواصل,4,كلية الصيدلة
C5037,كيمياء,2,كلية الصيدلة
C5038,رياضة,1,كلية الصيدلة
C5039,كيمياء,3,كلية التربية
C5040,عربي,3,كلية الصيدلة
C5041,عربي,2,كلية الزراعة
C5042,فيزياء,4,كلية الزراعة
C5043,رياضة,4,كلية الصيدلة
C5044,كيمياء,2,كلية الصيدلة
C5045,كتابة تقارير,3,كلية الزراعة
C5046,كيمياء,4,كلية الصيدلة
C5047,كيمياء,3,كلية الصيدلة
C5048,انجليزي,2,كلية الهندسة
C5049,انجليزي,1,كلية الهندسة
C5050,كتابة تقارير,3,كلية الزراعة
C5051,انجليزي,4,كلية الزراعة
C5052,عربي,3,كلية الزراعة
C5053,كيمياء,4,كلية الصيدلة
C5054,كتابة تقارير,1,كلية الزراعة
C5055,رياضة,3,كلية الصيدلة
C5056,عربي,1,كلية الصيدلة
C5057,عربي,4,كلية الزراعة
C5058,انجليزي,1,كلية الصيدلة
C5059,عربي,3,كلية الزراعة
C5060,مهارات تواصل,4,كلية الصيدلة
C5061,فيزياء,3,كلية الهندسة
C5062,كتابة تقارير,4,كلية الهندسة
C5063,مهارات تواصل,4,كلية الصيدلة
C5064,فيزياء,4,كلية الزراعة
C5065,انجليزي,1,كلية الصيدلة
C5066,انجليزي,2,كلية الصيدلة
C5067,فيزياء,4,كلية التربية
C5068,فيزياء,4,كلية الصيدلة
C5069,رياضة,2,كلية الزراعة
C5070,رياضة,3,كلية الصيدلة
C5071,كتابة تقارير,1,كلية الصيدلة
C5072,فيزياء,1,كلية التربية
C5073,عربي,4,كلية الزراعة
C5074,كيمياء,2,كلية التربية
C5075,فيزياء,1,كلية التربية
C5076,فيزياء,2,كلية الصيدلة
C5077,فيزياء,1,كلية الهندسة
C5078,رياضة,1,كلية الصيدلة
C5079,كيمياء,3,كلية الزراعة
C5080,رياضة,1,كلية الزراعة
C5081,رياضة,3,كلية الصيدلة
C5082,عربي,2,كلية التربية
C5083,رياضة,4,كلية الزراعة
C5084,كيمياء,1,كلية الصيدلة
C5085,انجليزي,2,كلية الصيدلة
C5086,كيمياء,2,كلية الزراعة
C5087,انجليزي,3,كلية الزراعة
C5088,كيمياء,3,كلية الصيدلة
C5089,مهارات تواصل,2,كلية الصيدلة
C5090,كتابة تقارير,4,كلية الزراعة
C5091,رياضة,1,كلية الصيدلة
C5092,مهارات تواصل,2,كلية التربية
C5093,انجليزي,4,كلية الصيدلة
C5094,عربي,4,كلية الزراعة
C5095,انجليزي,3,كلية الزراعة
C5096,رياضة,1,كلية الصيدلة
C5097,مهارات تواصل,4,كلية الزراعة
C5098,مهارات تواصل,4,كلية الزراعة
C5099,مهارات تواصل,2,كلية الصيدلة
C5100,كتابة تقارير,2,كلية الزراعة
C5101,فيزياء,1,كلية الزراعة
C5102,كيمياء,1,كلية التربية
C5103,مهارات تواصل,1,كلية التربية
C5104,فيزياء,1,كلية الصيدلة
C5105,رياضة,4,كلية الزراعة
C5106,عربي,2,كلية التربية
C5107,رياضة,1,كلية الصيدلة
C5108,فيزياء,1,كلية الصيدلة
C5109,عربي,2,كلية الزراعة
C5110,مهارات تواصل,2,كلية الهندسة
C5111,مهارات تواصل,3,كلية التربية
C5112,كيمياء,3,كلية التربية
C5113,انجليزي,4,كلية الزراعة
C5114,كتابة تقارير,4,كلية الهندسة
C5115,كيمياء,2,كلية التربية
C5116,عربي,2,كلية التربية
C5117,انجليزي,3,كلية الصيدلة
C5118,مهارات تواصل,1,كلية الهندسة
C5119,عربي,3,كلية الزراعة
C5120,رياضة,2,كلية الصيدلة
C5121,مهارات تواصل,3,كلية الهندسة
C5122,مهارات تواصل,2,كلية الزراعة
C5123,كيمياء,1,كلية الزراعة
C5124,مهارات تواصل,3,كلية الصيدلة
C5125,فيزياء,4,كلية الصيدلة
C5126,رياضة,4,كلية التربية
C5127,رياضة,3,كلية التربية
C5128,عربي,2,كلية التربية
C5129,مهارات تواصل,4,كلية الزراعة
C5130,رياضة,2,كلية الهندسة
C5131,رياضة,1,كلية الصيدلة
C5132,كيمياء,1,كلية الهندسة
C5133,كتابة تقارير,1,كلية الزراعة
C5134,فيزياء,2,كلية الهندسة
C5135,كتابة تقارير,2,كلية الزراعة
C5136,كتابة تقارير,4,كلية الزراعة
C5137,رياضة,3,كلية الصيدلة
C5138,رياضة,2,كلية الهندسة
C5139,كيمياء,2,كلية الهندسة
C5140,فيزياء,1,كلية الهندسة
C5141,كيمياء,4,كلية التربية
C5142,انجليزي,4,كلية الصيدلة
C5143,رياضة,2,كلية التربية
C5144,مهارات تواصل,2,كلية الهندسة
C5145,عربي,2,كلية التربية
C5146,انجليزي,4,كلية الهندسة
C5147,فيزياء,2,كلية الزراعة
C5148,عربي,4,كلية الصيدلة
C5149,عربي,2,كلية الزراعة
C5150,رياضة,4,كلية الصيدلة
C5151,رياضة,1,كلية الهندسة
C5152,كيمياء,4,كلية الصيدلة
C5153,رياضة,1,كلية الزراعة
C5154,كيمياء,2,كلية الصيدلة
C5155,مهارات تواصل,4,كلية التربية
C5156,عربي,1,كلية الصيدلة
C5157,رياضة,1,كلية الزراعة
C5158,انجليزي,2,كلية الصيدلة
C5159,رياضة,2,كلية الزراعة
C5160,كيمياء,3,كلية الصيدلة
C5161,مهارات تواصل,1,كلية الزراعة
C5162,فيزياء,2,كلية الصيدلة
C5163,فيزياء,3,كلية الزراعة
C5164,كتابة تقارير,4,كلية التربية
C5165,فيزياء,3,كلية التربية
C5166,انجليزي,4,كلية الزراعة
C5167,كتابة تقارير,1,كلية الصيدلة
C5168,مهارات تواصل,4,كلية التربية
C5169,فيزياء,3,كلية التربية
C5170,انجليزي,3,كلية الهندسة
C5171,مهارات تواصل,4,كلية التربية
C5172,عربي,3,كلية الهندسة
C5173,فيزياء,1,كلية الزراعة
C5174,مهارات تواصل,4,كلية الصيدلة
C5175,كيمياء,4,كلية الصيدلة
C5176,رياضة,2,كلية الزراعة
C5177,كتابة تقارير,4,كلية الزراعة
C5178,عربي,4,كلية الصيدلة
C5179,مهارات تواصل,2,كلية الصيدلة
C5180,كيمياء,1,كلية الهندسة
C5181,كيمياء,4,كلية التربية
C5182,رياضة,1,كلية الهندسة
C5183,رياضة,4,كلية الزراعة
C5184,كيمياء,1,كلية الصيدلة
C5185,رياضة,1,كلية الزراعة
C5186,كتابة تقارير,3,كلية الصيدلة
C5187,مهارات تواصل,3,كلية الزراعة
C5188,مهارات تواصل,2,كلية الهندسة
C5189,عربي,4,كلية الصيدلة
C5190,كتابة تقارير,2,كلية التربية
C5191,مهارات تواصل,2,كلية الهندسة
C5192,مهارات تواصل,2,كلية الزراعة
C5193,رياضة,2,كلية الهندسة
C5194,عربي,3,كلية الهندسة
C5195,عربي,2,كلية الهندسة
C5196,عربي,1,كلية الزراعة
C5197,كيمياء,4,كلية الزراعة
C5198,مهارات تواصل,1,كلية الهندسة
C5199,عربي,1,كلية الصيدلة
C5200,انجليزي,4,كلية الهندسة
C5201,فيزياء,4,كلية الهندسة
C5202,عربي,2,كلية الزراعة
C5203,كتابة تقارير,4,كلية الزراعة
C5204,مهارات تواصل,4,كلية الصيدلة
C5205,فيزياء,3,كلية الزراعة
C5206,رياضة,4,كلية الزراعة
C5207,كيمياء,2,كلية الصيدلة
C5208,مهارات تواصل,1,كلية الصيدلة
C5209,انجليزي,4,كلية الصيدلة
C5210,فيزياء,1,كلية التربية
C5211,كيمياء,4,كلية الصيدلة
C5212,كتابة تقارير,2,كلية الصيدلة
C5213,مهارات تواصل,1,كلية الزراعة
C5214,رياضة,4,كلية الزراعة
C5215,انجليزي,2,كلية التربية
C5216,فيزياء,4,كلية الهندسة
C5217,كتابة تقارير,4,كلية الزراعة
C5218,كيمياء,4,كلية الزراعة
C5219,كيمياء,2,كلية الهندسة
C5220,انجليزي,3,كلية الصيدلة
C5221,انجليزي,3,كلية الصيدلة
C5222,مهارات تواصل,2,كلية الزراعة
C5223,عربي,3,كلية الصيدلة
C5224,رياضة,1,كلية الصيدلة
C5225,رياضة,1,كلية الزراعة
C5226,انجليزي,3,كلية الزراعة
C5227,انجليزي,2,كلية الهندسة
C5228,مهارات تواصل,4,كلية الهندسة
C5229,رياضة,3,كلية التربية
C5230,كتابة تقارير,2,كلية الزراعة
C5231,عربي,1,كلية التربية
C5232,كيمياء,3,كلية الصيدلة
C5233,كيمياء,1,كلية الهندسة
C5234,رياضة,4,كلية الهندسة
C5235,كتابة تقارير,3,كلية الصيدلة
C5236,عربي,1,كلية الصيدلة
C5237,مهارات تواصل,3,كلية الهندسة
C5238,رياضة,3,كلية الصيدلة
C5239,عربي,2,كلية الهندسة
C5240,كيمياء,2,كلية الهندسة
C5241,رياضة,4,كلية الصيدلة
C5242,رياضة,2,كلية الصيدلة
C5243,عربي,2,كلية الزراعة
C5244,انجليزي,1,كلية الزراعة
C5245,كيمياء,1,كلية الصيدلة
C5246,رياضة,4,كلية الزراعة
C5247,انجليزي,4,كلية الزراعة
C5248,مهارات تواصل,1,كلية الصيدلة
C5249,رياضة,3,كلية التربية
C5250,عربي,2,كلية الصيدلة
C5251,عربي,3,كلية الزراعة
C5252,انجليزي,1,كلية الهندسة
C5253,عربي,3,كلية التربية
C5254,كتابة تقارير,3,كلية الزراعة
C5255,كتابة تقارير,4,كلية الزراعة
C5256,عربي,2,كلية الزراعة
C5257,كيمياء,3,كلية الزراعة
C5258,عربي,2,كلية الهندسة
C5259,رياضة,1,كلية الهندسة
C5260,عربي,1,كلية الصيدلة
C5261,رياضة,4,كلية الهندسة
C5262,فيزياء,2,كلية الصيدلة
C5263,فيزياء,1,كلية الهندسة
C5264,كيمياء,1,كلية التربية
C5265,رياضة,2,كلية الزراعة
C5266,رياضة,4,كلية الصيدلة
C5267,فيزياء,3,كلية الصيدلة
C5268,كيمياء,1,كلية الصيدلة
C5269,مهارات تواصل,3,كلية التربية
C5270,انجليزي,3,كلية التربية
C5271,رياضة,4,كلية الصيدلة
C5272,فيزياء,1,كلية الزراعة
C5273,كتابة تقارير,4,كلية الهندسة
C5274,كيمياء,3,كلية الزراعة
C5275,عربي,2,كلية الصيدلة
C5276,مهارات تواصل,3,كلية الهندسة
C5277,فيزياء,1,كلية الصيدلة
C5278,كيمياء,2,كلية الزراعة
C5279,رياضة,3,كلية الزراعة
C5280,عربي,2,كلية الهندسة
C5281,مهارات تواصل,2,كلية الهندسة
C5282,كيمياء,2,كلية الصيدلة
C5283,فيزياء,4,كلية الصيدلة
C5284,مهارات تواصل,2,كلية الصيدلة
C5285,انجليزي,4,كلية الزراعة
C5286,فيزياء,1,كلية الهندسة
C5287,كيمياء,4,كلية التربية
C5288,كيمياء,1,كلية الزراعة
C5289,كتابة تقارير,1,كلية الزراعة
C5290,كتابة تقارير,4,كلية الصيدلة
C5291,مهارات تواصل,1,كلية التربية
C5292,كتابة تقارير,3,كلية الزراعة
C5293,فيزياء,4,كلية الهندسة
C5294,انجليزي,4,كلية الصيدلة
C5295,عربي,2,كلية الزراعة
C5296,فيزياء,4,كلية الزراعة
C5297,فيزياء,3,كلية الصيدلة
C5298,رياضة,3,كلية التربية
C5299,عربي,3,كلية الصيدلة
C5300,مهارات تواصل,2,كلية الزراعة
C5301,مهارات تواصل,1,كلية التربية
C5302,انجليزي,4,كلية الهندسة
C5303,فيزياء,2,كلية التربية
C5304,مهارات تواصل,1,كلية الزراعة
C5305,كتابة تقارير,1,كلية الزراعة
C5306,كيمياء,1,كلية التربية
C5307,كيمياء,4,كلية التربية
C5308,انجليزي,4,كلية الصيدلة
C5309,كيمياء,4,كلية الزراعة
C5310,رياضة,3,كلية التربية
C5311,فيزياء,4,كلية التربية
C5312,رياضة,4,كلية الصيدلة
C5313,كتابة تقارير,3,كلية الصيدلة
C5314,كتابة تقارير,1,كلية الزراعة
C5315,فيزياء,2,كلية الصيدلة
C5316,فيزياء,4,كلية الزراعة
C5317,عربي,1,كلية التربية
C5318,فيزياء,1,كلية الهندسة
C5319,انجليزي,4,كلية الهندسة
C5320,كيمياء,4,كلية الزراعة
C5321,فيزياء,2,كلية الهندسة
C5322,رياضة,2,كلية الزراعة
C5323,مهارات تواصل,4,كلية الصيدلة
C5324,كتابة تقارير,2,كلية الزراعة
C5325,رياضة,4,كلية الزراعة
C5326,كتابة تقارير,4,كلية الهندسة
C5327,مهارات تواصل,2,كلية الزراعة
C5328,عربي,3,كلية الزراعة
C5329,انجليزي,3,كلية الصيدلة
C5330,كتابة تقارير,4,كلية التربية
C5331,عربي,1,كلية الزراعة
C5332,رياضة,1,كلية الصيدلة
C5333,رياضة,4,كلية الصيدلة
C5334,انجليزي,3,كلية الصيدلة
C5335,فيزياء,4,كلية الهندسة
C5336,كيمياء,1,كلية التربية
C5337,فيزياء,4,كلية الصيدلة
C5338,كيمياء,3,كلية الزراعة
C5339,مهارات تواصل,4,كلية الزراعة
C5340,انجليزي,2,كلية التربية
C5341,فيزياء,4,كلية الهندسة
C5342,كيمياء,2,كلية الزراعة
C5343,فيزياء,4,كلية الصيدلة
C5344,انجليزي,1,كلية الزراعة
C5345,كتابة تقارير,3,كلية الزراعة
C5346,رياضة,3,كلية الزراعة
C5347,مهارات تواصل,4,كلية الزراعة
C5348,رياضة,3,كلية الزراعة
C5349,كيمياء,2,كلية الهندسة
C5350,فيزياء,2,كلية الصيدلة
C5351,رياضة,3,كلية التربية
C5352,عربي,3,كلية الصيدلة
C5353,رياضة,4,كلية الهندسة
C5354,كتابة تقارير,1,كلية الصيدلة
C5355,كتابة تقارير,3,كلية الصيدلة
C5356,مهارات تواصل,4,كلية الصيدلة
C5357,كيمياء,2,كلية التربية
C5358,مهارات تواصل,1,كلية الصيدلة
C5359,فيزياء,2,كلية الهندسة
C5360,عربي,3,كلية الزراعة
C5361,كيمياء,1,كلية التربية
C5362,عربي,1,كلية الزراعة
C5363,عربي,4,كلية التربية
C5364,كتابة تقارير,2,كلية الصيدلة
C5365,عربي,4,كلية الزراعة
C5366,انجليزي,4,كلية التربية
C5367,فيزياء,1,كلية الهندسة
C5368,كيمياء,2,كلية الصيدلة
C5369,مهارات تواصل,2,كلية الزراعة
C5370,فيزياء,2,كلية الصيدلة
C5371,كتابة تقارير,4,كلية الصيدلة
C5372,كتابة تقارير,2,كلية الهندسة
C5373,عربي,2,كلية الصيدلة
C5374,عربي,2,كلية الصيدلة
C5375,انجليزي,2,كلية الزراعة
C5376,كتابة تقارير,1,كلية التربية
C5377,فيزياء,1,كلية الصيدلة
C5378,انجليزي,3,كلية الزراعة
C5379,مهارات تواصل,2,كلية الزراعة
C5380,مهارات تواصل,3,كلية الزراعة
C5381,مهارات تواصل,3,كلية التربية
C5382,انجليزي,2,كلية الصيدلة
C5383,كيمياء,4,كلية الصيدلة
C5384,كيمياء,4,كلية الصيدلة
C5385,كتابة تقارير,1,كلية الصيدلة
C5386,كتابة تقارير,3,كلية الزراعة
C5387,مهارات تواصل,2,كلية الهندسة
C5388,كتابة تقارير,2,كلية الزراعة
C5389,كتابة تقارير,1,كلية الصيدلة
C5390,انجليزي,1,كلية التربية
C5391,رياضة,1,كلية الهندسة
C5392,مهارات تواصل,2,كلية الهندسة
C5393,فيزياء,3,كلية الصيدلة
C5394,عربي,2,كلية التربية
C5395,فيزياء,2,كلية الصيدلة
C5396,فيزياء,3,كلية الصيدلة
C5397,كتابة تقارير,3,كلية الهندسة
C5398,رياضة,1,كلية الزراعة
C5399,كيمياء,1,كلية الهندسة
C5400,كتابة تقارير,2,كلية الصيدلة
C5401,كيمياء,3,كلية الزراعة
C5402,انجليزي,1,كلية الصيدلة
C5403,مهارات تواصل,3,كلية الصيدلة
C5404,عربي,3,كلية الزراعة
C5405,رياضة,4,كلية التربية
C5406,عربي,4,كلية التربية
C5407,مهارات تواصل,1,كلية الصيدلة
C5408,فيزياء,3,كلية الزراعة
C5409,انجليزي,4,كلية الزراعة
C5410,كتابة تقارير,3,كلية الزراعة
C5411,انجليزي,1,كلية التربية
C5412,انجليزي,3,كلية الهندسة
C5413,كتابة تقارير,1,كلية الصيدلة
C5414,فيزياء,1,كلية التربية
C5415,فيزياء,1,كلية التربية
C5416,انجليزي,2,كلية الزراعة
C5417,عربي,1,كلية الصيدلة
C5418,مهارات تواصل,4,كلية الهندسة
C5419,فيزياء,3,كلية التربية
C5420,انجليزي,3,كلية الزراعة
C5421,فيزياء,2,كلية الصيدلة
C5422,رياضة,2,كلية الزراعة
C5423,كتابة تقارير,3,كلية الزراعة
C5424,انجليزي,1,كلية الزراعة
C5425,فيزياء,4,كلية الزراعة
C5426,كتابة تقارير,3,كلية الصيدلة
C5427,عربي,1,كلية التربية
C5428,فيزياء,3,كلية الصيدلة
C5429,انجليزي,1,كلية الصيدلة
C5430,مهارات تواصل,1,كلية الزراعة
C5431,انجليزي,2,كلية التربية
C5432,مهارات تواصل,4,كلية الصيدلة
C5433,رياضة,1,كلية الصيدلة
C5434,فيزياء,2,كلية الصيدلة
C5435,عربي,1,كلية التربية
C5436,عربي,2,كلية الصيدلة
C5437,فيزياء,3,كلية الزراعة
C5438,كتابة تقارير,4,كلية الزراعة
C5439,عربي,1,كلية التربية
C5440,انجليزي,1,كلية التربية
C5441,كتابة تقارير,4,كلية التربية
C5442,عربي,3,كلية التربية
C5443,كيمياء,3,كلية الصيدلة
C5444,فيزياء,2,كلية الصيدلة
C5445,مهارات تواصل,4,كلية الصيدلة
C5446,فيزياء,4,كلية الصيدلة
C5447,كتابة تقارير,3,كلية الصيدلة
C5448,رياضة,3,كلية الصيدلة
C5449,رياضة,4,كلية التربية
C5450,فيزياء,4,كلية الصيدلة
C5451,فيزياء,2,كلية الصيدلة
C5452,كتابة تقارير,1,كلية الزراعة
C5453,عربي,3,كلية الهندسة
C5454,عربي,3,كلية الصيدلة
C5455,فيزياء,2,كلية التربية
C5456,رياضة,1,كلية الزراعة
C5457,عربي,3,كلية التربية
C5458,رياضة,1,كلية الزراعة
C5459,انجليزي,1,كلية الصيدلة
C5460,كيمياء,1,كلية الصيدلة
C5461,مهارات تواصل,3,كلية الصيدلة
C5462,مهارات تواصل,2,كلية الزراعة
C5463,انجليزي,3,كلية الزراعة
C5464,فيزياء,2,كلية الصيدلة
C5465,رياضة,4,كلية الهندسة
C5466,مهارات تواصل,4,كلية الهندسة
C5467,رياضة,4,كلية الصيدلة
C5468,كتابة تقارير,4,كلية الزراعة
C5469,انجليزي,4,كلية الصيدلة
C5470,عربي,2,كلية الصيدلة
C5471,انجليزي,1,كلية الصيدلة
C5472,كتابة تقارير,1,كلية الهندسة
C5473,رياضة,2,كلية الزراعة
C5474,عربي,4,كلية الزراعة
C5475,كتابة تقارير,3,كلية الزراعة
C5476,رياضة,3,كلية الهندسة
C5477,فيزياء,4,كلية الهندسة
C5478,مهارات تواصل,2,كلية التربية
C5479,انجليزي,3,كلية الصيدلة
C5480,عربي,2,كلية الهندسة
C5481,كتابة تقارير,3,كلية الهندسة
C5482,عربي,2,كلية الزراعة
C5483,كيمياء,1,كلية التربية
C5484,رياضة,1,كلية الهندسة
C5485,مهارات تواصل,2,كلية الهندسة
C5486,انجليزي,3,كلية الهندسة
C5487,عربي,4,كلية الصيدلة
C5488,فيزياء,3,كلية الهندسة
C5489,رياضة,3,كلية الزراعة
C5490,كيمياء,3,كلية الهندسة
C5491,رياضة,4,كلية التربية
C5492,مهارات تواصل,2,كلية الزراعة
C5493,كتابة تقارير,2,كلية الصيدلة
C5494,كتابة تقارير,4,كلية الهندسة
C5495,مهارات تواصل,1,كلية الزراعة
C5496,عربي,2,كلية الصيدلة
C5497,انجليزي,3,كلية الصيدلة
C5498,انجليزي,3,كلية الزراعة
C5499,رياضة,1,كلية الهندسة
C5500,رياضة,2,كلية الهندسة
C5501,فيزياء,4,كلية الزراعة
C5502,انجليزي,1,كلية الزراعة
C5503,كتابة تقارير,3,كلية الصيدلة
C5504,انجليزي,4,كلية الزراعة
C5505,عربي,4,كلية الهندسة
C5506,فيزياء,4,كلية الهندسة
C5507,فيزياء,1,كلية الصيدلة
C5508,رياضة,2,كلية الهندسة
C5509,رياضة,1,كلية الصيدلة
C5510,كيمياء,4,كلية الصيدلة
C5511,كتابة تقارير,4,كلية التربية
C5512,كيمياء,2,كلية الصيدلة
C5513,انجليزي,1,كلية الصيدلة
C5514,عربي,3,كلية الزراعة
C5515,انجليزي,3,كلية الزراعة
C5516,انجليزي,1,كلية الصيدلة
C5517,فيزياء,1,كلية الزراعة
C5518,عربي,3,كلية الهندسة
C5519,فيزياء,1,كلية الهندسة
C5520,كيمياء,1,كلية التربية
C5521,رياضة,1,كلية الصيدلة
C5522,فيزياء,3,كلية الصيدلة
C5523,عربي,4,كلية الهندسة
C5524,عربي,1,كلية الصيدلة
C5525,رياضة,2,كلية الصيدلة
C5526,كيمياء,3,كلية الصيدلة
C5527,انجليزي,4,كلية الزراعة
C5528,عربي,1,كلية الزراعة
C5529,كتابة تقارير,2,كلية الصيدلة
C5530,رياضة,3,كلية الصيدلة
C5531,انجليزي,3,كلية التربية
C5532,مهارات تواصل,1,كلية الصيدلة
C5533,كتابة تقارير,4,كلية الصيدلة
C5534,مهارات تواصل,4,كلية الصيدلة
C5535,انجليزي,4,كلية الهندسة
C5536,كتابة تقارير,4,كلية الزراعة
C5537,مهارات تواصل,4,كلية الصيدلة
C5538,كتابة تقارير,2,كلية الصيدلة
C5539,كيمياء,2,كلية الصيدلة
C5540,كتابة تقارير,3,كلية الزراعة
C5541,عربي,4,كلية التربية
C5542,عربي,2,كلية الزراعة
C5543,فيزياء,1,كلية الهندسة
C5544,رياضة,1,كلية التربية
C5545,فيزياء,3,كلية الزراعة
C5546,كتابة تقارير,2,كلية التربية
C5547,عربي,1,كلية التربية
C5548,فيزياء,4,كلية الزراعة
C5549,انجليزي,4,كلية الزراعة
C5550,رياضة,1,كلية الصيدلة
C5551,كيمياء,4,كلية الصيدلة
C5552,انجليزي,1,كلية الزراعة
C5553,كيمياء,3,كلية الزراعة
C5554,عربي,4,كلية الزراعة
C5555,كتابة تقارير,4,كلية التربية
C5556,كيمياء,1,كلية التربية
C5557,كيمياء,3,كلية الصيدلة
C5558,انجليزي,4,كلية الهندسة
C5559,رياضة,2,كلية الهندسة
C5560,كتابة تقارير,4,كلية الصيدلة
C5561,كتابة تقارير,4,كلية الصيدلة
C5562,مهارات تواصل,2,كلية الزراعة
C5563,عربي,2,كلية الهندسة
C5564,كتابة تقارير,1,كلية الصيدلة
C5565,فيزياء,4,كلية الصيدلة
C5566,كتابة تقارير,3,كلية الصيدلة
C5567,فيزياء,2,كلية الهندسة
C5568,رياضة,3,كلية الصيدلة
C5569,كيمياء,1,كلية الصيدلة
C5570,رياضة,2,كلية الهندسة
C5571,عربي,2,كلية الصيدلة
C5572,مهارات تواصل,1,كلية التربية
C5573,عربي,1,كلية الزراعة
C5574,كيمياء,3,كلية التربية
C5575,فيزياء,3,كلية التربية
C5576,كيمياء,1,كلية الزراعة
C5577,كيمياء,3,كلية التربية
C5578,كتابة تقارير,3,كلية الهندسة
C5579,رياضة,4,كلية التربية
C5580,كيمياء,1,كلية الزراعة
C5581,انجليزي,3,كلية الصيدلة
C5582,رياضة,2,كلية الصيدلة
C5583,كتابة تقارير,4,كلية التربية
C5584,رياضة,3,كلية الزراعة
C5585,كتابة تقارير,4,كلية الزراعة
C5586,مهارات تواصل,1,كلية الهندسة
C5587,انجليزي,2,كلية الهندسة
C5588,فيزياء,2,كلية الصيدلة
C5589,فيزياء,4,كلية التربية
C5590,رياضة,2,كلية الزراعة
C5591,عربي,1,كلية الهندسة
C5592,فيزياء,1,كلية الصيدلة
C5593,كيمياء,3,كلية الزراعة
C5594,مهارات تواصل,4,كلية الزراعة
C5595,كيمياء,4,كلية الهندسة
C5596,رياضة,2,كلية الصيدلة
C5597,مهارات تواصل,4,كلية الزراعة
C5598,رياضة,4,كلية الهندسة
C5599,كيمياء,1,كلية التربية
C5600,عربي,3,كلية الهندسة
C5601,كيمياء,2,كلية التربية
C5602,مهارات تواصل,3,كلية الزراعة
C5603,مهارات تواصل,1,كلية الصيدلة
C5604,انجليزي,4,كلية الصيدلة
C5605,كتابة تقارير,3,كلية الصيدلة
C5606,رياضة,4,كلية الزراعة
C5607,فيزياء,2,كلية الزراعة
C5608,انجليزي,2,كلية الصيدلة
C5609,انجليزي,3,كلية الصيدلة
C5610,كيمياء,3,كلية الزراعة
C5611,عربي,4,كلية الزراعة
C5612,كيمياء,2,كلية الهندسة
C5613,فيزياء,1,كلية الهندسة
C5614,مهارات تواصل,3,كلية الصيدلة
C5615,كيمياء,3,كلية الزراعة
C5616,مهارات تواصل,1,كلية التربية
C5617,كيمياء,2,كلية التربية
C5618,رياضة,1,كلية التربية
C5619,كتابة تقارير,2,كلية التربية
C5620,كيمياء,2,كلية الصيدلة
C5621,فيزياء,1,كلية الزراعة
C5622,انجليزي,2,كلية الهندسة
C5623,كيمياء,3,كلية الهندسة
C5624,انجليزي,1,كلية الصيدلة
C5625,عربي,1,كلية التربية
C5626,مهارات تواصل,2,كلية الهندسة
C5627,فيزياء,2,كلية الزراعة
C5628,كتابة تقارير,4,كلية الهندسة
C5629,انجليزي,3,كلية التربية
C5630,عربي,2,كلية الزراعة
C5631,انجليزي,2,كلية الزراعة
C5632,فيزياء,4,كلية الصيدلة
C5633,كيمياء,2,كلية الهندسة
C5634,مهارات تواصل,4,كلية الزراعة
C5635,مهارات تواصل,2,كلية الزراعة
C5636,عربي,4,كلية الزراعة
C5637,مهارات تواصل,4,كلية الهندسة
C5638,كيمياء,1,كلية الزراعة
C5639,عربي,4,كلية الصيدلة
C5640,رياضة,3,كلية الزراعة
C5641,كتابة تقارير,2,كلية الصيدلة
C5642,فيزياء,2,كلية الصيدلة
C5643,كتابة تقارير,4,كلية الصيدلة
C5644,فيزياء,1,كلية الزراعة
C5645,عربي,2,كلية الهندسة
C5646,رياضة,3,كلية الصيدلة
C5647,كتابة تقارير,4,كلية الصيدلة
C5648,رياضة,4,كلية الزراعة
C5649,كيمياء,4,كلية الزراعة
C5650,مهارات تواصل,2,كلية الصيدلة
C5651,عربي,1,كلية الزراعة
C5652,رياضة,2,كلية الصيدلة
C5653,انجليزي,1,كلية الصيدلة
C5654,فيزياء,4,كلية الزراعة
C5655,كتابة تقارير,4,كلية الهندسة
C5656,رياضة,3,كلية التربية
C5657,عربي,2,كلية الهندسة
